
Logging initialized using configuration in jar:file:/home/ubuntu/software/hive-1.2.1/lib/hive-common-1.2.1.jar!/hive-log4j.properties
Hive history file=/tmp/ubuntu/hive_job_log_47cf1608-0fa7-49d0-9f27-9fdd5e5d60e6_1464464134.txt
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/home/ubuntu/software/tez-0.7.1-SNAPSHOT-minimal/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/home/ubuntu/software/hadoop-2.6.0/share/hadoop/common/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
OK
Time taken: 1.097 seconds
Query ID = ubuntu_20161002173201_3c4e6d40-7dae-4431-a224-5d6f35c2df6a
Total jobs = 10
Stage-1 is selected by condition resolver.
Launching Job 1 out of 10
Number of reduce tasks not specified. Defaulting to jobconf value of: 20
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1475426732253_0047, Tracking URL = http://vm1:8088/proxy/application_1475426732253_0047/
Kill Command = /home/ubuntu/software/hadoop-2.6.0/bin/hadoop job  -kill job_1475426732253_0047
Hadoop job information for Stage-1: number of mappers: 82; number of reducers: 20
2016-10-02 17:32:13,514 Stage-1 map = 0%,  reduce = 0%
2016-10-02 17:33:44,799 Stage-1 map = 57%,  reduce = 6%, Cumulative CPU 619.98 sec
2016-10-02 17:33:46,858 Stage-1 map = 58%,  reduce = 6%, Cumulative CPU 637.31 sec
2016-10-02 17:33:48,913 Stage-1 map = 59%,  reduce = 7%, Cumulative CPU 647.94 sec
2016-10-02 17:33:51,990 Stage-1 map = 60%,  reduce = 8%, Cumulative CPU 656.05 sec
2016-10-02 17:33:54,047 Stage-1 map = 61%,  reduce = 8%, Cumulative CPU 662.35 sec
2016-10-02 17:33:56,113 Stage-1 map = 62%,  reduce = 8%, Cumulative CPU 684.09 sec
2016-10-02 17:33:57,166 Stage-1 map = 63%,  reduce = 8%, Cumulative CPU 692.6 sec
2016-10-02 17:33:58,199 Stage-1 map = 64%,  reduce = 8%, Cumulative CPU 700.87 sec
2016-10-02 17:33:59,228 Stage-1 map = 65%,  reduce = 8%, Cumulative CPU 706.45 sec
2016-10-02 17:34:01,297 Stage-1 map = 66%,  reduce = 8%, Cumulative CPU 722.41 sec
2016-10-02 17:34:02,323 Stage-1 map = 67%,  reduce = 8%, Cumulative CPU 729.53 sec
2016-10-02 17:34:03,350 Stage-1 map = 67%,  reduce = 9%, Cumulative CPU 730.39 sec
2016-10-02 17:34:04,399 Stage-1 map = 68%,  reduce = 9%, Cumulative CPU 734.73 sec
2016-10-02 17:34:08,499 Stage-1 map = 69%,  reduce = 9%, Cumulative CPU 747.38 sec
2016-10-02 17:34:11,587 Stage-1 map = 70%,  reduce = 9%, Cumulative CPU 771.73 sec
2016-10-02 17:34:13,643 Stage-1 map = 71%,  reduce = 9%, Cumulative CPU 787.93 sec
2016-10-02 17:34:14,672 Stage-1 map = 72%,  reduce = 9%, Cumulative CPU 794.75 sec
2016-10-02 17:34:15,709 Stage-1 map = 73%,  reduce = 9%, Cumulative CPU 799.37 sec
2016-10-02 17:34:17,760 Stage-1 map = 74%,  reduce = 9%, Cumulative CPU 807.94 sec
2016-10-02 17:34:20,839 Stage-1 map = 75%,  reduce = 10%, Cumulative CPU 823.26 sec
2016-10-02 17:34:21,874 Stage-1 map = 76%,  reduce = 10%, Cumulative CPU 826.14 sec
2016-10-02 17:34:22,903 Stage-1 map = 77%,  reduce = 10%, Cumulative CPU 834.68 sec
2016-10-02 17:34:23,933 Stage-1 map = 78%,  reduce = 10%, Cumulative CPU 843.26 sec
2016-10-02 17:34:29,079 Stage-1 map = 79%,  reduce = 10%, Cumulative CPU 857.54 sec
2016-10-02 17:34:31,130 Stage-1 map = 80%,  reduce = 10%, Cumulative CPU 877.14 sec
2016-10-02 17:34:34,209 Stage-1 map = 81%,  reduce = 11%, Cumulative CPU 894.49 sec
2016-10-02 17:34:38,325 Stage-1 map = 82%,  reduce = 11%, Cumulative CPU 900.83 sec
2016-10-02 17:34:41,417 Stage-1 map = 83%,  reduce = 11%, Cumulative CPU 915.45 sec
2016-10-02 17:34:43,485 Stage-1 map = 84%,  reduce = 11%, Cumulative CPU 927.42 sec
2016-10-02 17:34:45,537 Stage-1 map = 85%,  reduce = 11%, Cumulative CPU 938.72 sec
2016-10-02 17:34:47,588 Stage-1 map = 86%,  reduce = 11%, Cumulative CPU 946.54 sec
2016-10-02 17:34:48,613 Stage-1 map = 87%,  reduce = 11%, Cumulative CPU 952.35 sec
2016-10-02 17:34:50,666 Stage-1 map = 88%,  reduce = 11%, Cumulative CPU 960.39 sec
2016-10-02 17:34:51,693 Stage-1 map = 89%,  reduce = 11%, Cumulative CPU 966.51 sec
2016-10-02 17:34:53,753 Stage-1 map = 90%,  reduce = 12%, Cumulative CPU 977.62 sec
2016-10-02 17:34:56,855 Stage-1 map = 91%,  reduce = 12%, Cumulative CPU 983.43 sec
2016-10-02 17:35:00,962 Stage-1 map = 92%,  reduce = 12%, Cumulative CPU 1007.65 sec
2016-10-02 17:35:03,013 Stage-1 map = 93%,  reduce = 12%, Cumulative CPU 1018.55 sec
2016-10-02 17:35:06,093 Stage-1 map = 94%,  reduce = 12%, Cumulative CPU 1026.4 sec
2016-10-02 17:35:08,149 Stage-1 map = 95%,  reduce = 12%, Cumulative CPU 1034.87 sec
2016-10-02 17:35:12,253 Stage-1 map = 96%,  reduce = 14%, Cumulative CPU 1049.78 sec
2016-10-02 17:35:13,278 Stage-1 map = 97%,  reduce = 14%, Cumulative CPU 1056.47 sec
2016-10-02 17:35:14,306 Stage-1 map = 98%,  reduce = 14%, Cumulative CPU 1058.79 sec
2016-10-02 17:35:15,337 Stage-1 map = 99%,  reduce = 14%, Cumulative CPU 1070.63 sec
2016-10-02 17:35:17,394 Stage-1 map = 99%,  reduce = 15%, Cumulative CPU 1075.86 sec
2016-10-02 17:35:19,484 Stage-1 map = 100%,  reduce = 17%, Cumulative CPU 1080.77 sec
2016-10-02 17:35:21,574 Stage-1 map = 100%,  reduce = 18%, Cumulative CPU 1086.16 sec
2016-10-02 17:35:22,612 Stage-1 map = 100%,  reduce = 23%, Cumulative CPU 1100.2 sec
2016-10-02 17:35:23,647 Stage-1 map = 100%,  reduce = 29%, Cumulative CPU 1113.62 sec
2016-10-02 17:35:24,686 Stage-1 map = 100%,  reduce = 37%, Cumulative CPU 1131.2 sec
2016-10-02 17:35:25,722 Stage-1 map = 100%,  reduce = 41%, Cumulative CPU 1146.58 sec
2016-10-02 17:35:26,759 Stage-1 map = 100%,  reduce = 45%, Cumulative CPU 1164.97 sec
2016-10-02 17:35:27,813 Stage-1 map = 100%,  reduce = 50%, Cumulative CPU 1183.22 sec
2016-10-02 17:35:28,852 Stage-1 map = 100%,  reduce = 51%, Cumulative CPU 1198.04 sec
2016-10-02 17:35:29,889 Stage-1 map = 100%,  reduce = 57%, Cumulative CPU 1218.84 sec
2016-10-02 17:35:30,930 Stage-1 map = 100%,  reduce = 59%, Cumulative CPU 1237.08 sec
2016-10-02 17:35:31,971 Stage-1 map = 100%,  reduce = 61%, Cumulative CPU 1248.97 sec
2016-10-02 17:35:33,030 Stage-1 map = 100%,  reduce = 63%, Cumulative CPU 1267.16 sec
2016-10-02 17:35:34,075 Stage-1 map = 100%,  reduce = 67%, Cumulative CPU 1287.68 sec
2016-10-02 17:35:35,113 Stage-1 map = 100%,  reduce = 69%, Cumulative CPU 1302.59 sec
2016-10-02 17:35:36,159 Stage-1 map = 100%,  reduce = 71%, Cumulative CPU 1317.81 sec
2016-10-02 17:35:37,185 Stage-1 map = 100%,  reduce = 75%, Cumulative CPU 1339.27 sec
2016-10-02 17:35:38,211 Stage-1 map = 100%,  reduce = 77%, Cumulative CPU 1355.32 sec
2016-10-02 17:35:39,247 Stage-1 map = 100%,  reduce = 78%, Cumulative CPU 1360.26 sec
2016-10-02 17:35:40,285 Stage-1 map = 100%,  reduce = 79%, Cumulative CPU 1368.57 sec
2016-10-02 17:35:42,333 Stage-1 map = 100%,  reduce = 80%, Cumulative CPU 1372.91 sec
2016-10-02 17:35:45,425 Stage-1 map = 100%,  reduce = 83%, Cumulative CPU 1379.42 sec
2016-10-02 17:35:46,450 Stage-1 map = 100%,  reduce = 86%, Cumulative CPU 1385.81 sec
2016-10-02 17:35:47,476 Stage-1 map = 100%,  reduce = 93%, Cumulative CPU 1398.89 sec
2016-10-02 17:35:50,552 Stage-1 map = 100%,  reduce = 94%, Cumulative CPU 1415.93 sec
2016-10-02 17:35:51,584 Stage-1 map = 100%,  reduce = 95%, Cumulative CPU 1419.06 sec
2016-10-02 17:35:52,611 Stage-1 map = 100%,  reduce = 96%, Cumulative CPU 1425.28 sec
2016-10-02 17:35:54,659 Stage-1 map = 100%,  reduce = 97%, Cumulative CPU 1431.56 sec
2016-10-02 17:35:55,684 Stage-1 map = 100%,  reduce = 98%, Cumulative CPU 1437.74 sec
2016-10-02 17:35:57,734 Stage-1 map = 100%,  reduce = 99%, Cumulative CPU 1443.6 sec
2016-10-02 17:35:59,779 Stage-1 map = 100%,  reduce = 100%, Cumulative CPU 1452.31 sec
MapReduce Total cumulative CPU time: 24 minutes 12 seconds 310 msec
Ended Job = job_1475426732253_0047
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/home/ubuntu/software/tez-0.7.1-SNAPSHOT-minimal/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/home/ubuntu/software/hadoop-2.6.0/share/hadoop/common/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
Execution log at: /tmp/ubuntu/ubuntu_20161002173201_3c4e6d40-7dae-4431-a224-5d6f35c2df6a.log
2016-10-02 17:36:03	Starting to launch local task to process map join;	maximum memory = 932184064
2016-10-02 17:36:05	Dump the side-table for tag: 1 with group count: 144 into file: file:/tmp/ubuntu/47cf1608-0fa7-49d0-9f27-9fdd5e5d60e6/hive_2016-10-02_17-32-01_729_2269640449103213477-1/-local-10017/HashTable-Stage-17/MapJoin-mapfile41--.hashtable
2016-10-02 17:36:05	Uploaded 1 File to: file:/tmp/ubuntu/47cf1608-0fa7-49d0-9f27-9fdd5e5d60e6/hive_2016-10-02_17-32-01_729_2269640449103213477-1/-local-10017/HashTable-Stage-17/MapJoin-mapfile41--.hashtable (13095 bytes)
2016-10-02 17:36:05	End of local task; Time Taken: 1.26 sec.
Execution completed successfully
MapredLocal task succeeded
Launching Job 2 out of 10
Number of reduce tasks is set to 0 since there's no reduce operator
Starting Job = job_1475426732253_0048, Tracking URL = http://vm1:8088/proxy/application_1475426732253_0048/
Kill Command = /home/ubuntu/software/hadoop-2.6.0/bin/hadoop job  -kill job_1475426732253_0048
Hadoop job information for Stage-17: number of mappers: 4; number of reducers: 0
2016-10-02 17:36:11,699 Stage-17 map = 0%,  reduce = 0%
2016-10-02 17:36:27,181 Stage-17 map = 20%,  reduce = 0%, Cumulative CPU 34.63 sec
2016-10-02 17:36:30,284 Stage-17 map = 41%,  reduce = 0%, Cumulative CPU 46.06 sec
2016-10-02 17:36:33,372 Stage-17 map = 61%,  reduce = 0%, Cumulative CPU 57.59 sec
2016-10-02 17:36:34,403 Stage-17 map = 68%,  reduce = 0%, Cumulative CPU 59.37 sec
2016-10-02 17:36:36,466 Stage-17 map = 87%,  reduce = 0%, Cumulative CPU 68.64 sec
2016-10-02 17:36:37,504 Stage-17 map = 92%,  reduce = 0%, Cumulative CPU 70.34 sec
2016-10-02 17:36:39,572 Stage-17 map = 100%,  reduce = 0%, Cumulative CPU 74.31 sec
MapReduce Total cumulative CPU time: 1 minutes 14 seconds 310 msec
Ended Job = job_1475426732253_0048
Stage-23 is selected by condition resolver.
Stage-24 is filtered out by condition resolver.
Stage-3 is filtered out by condition resolver.
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/home/ubuntu/software/tez-0.7.1-SNAPSHOT-minimal/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/home/ubuntu/software/hadoop-2.6.0/share/hadoop/common/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
Execution log at: /tmp/ubuntu/ubuntu_20161002173201_3c4e6d40-7dae-4431-a224-5d6f35c2df6a.log
2016-10-02 17:36:44	Starting to launch local task to process map join;	maximum memory = 932184064
2016-10-02 17:36:46	Dump the side-table for tag: 1 with group count: 73049 into file: file:/tmp/ubuntu/47cf1608-0fa7-49d0-9f27-9fdd5e5d60e6/hive_2016-10-02_17-32-01_729_2269640449103213477-1/-local-10013/HashTable-Stage-14/MapJoin-mapfile21--.hashtable
2016-10-02 17:36:46	Uploaded 1 File to: file:/tmp/ubuntu/47cf1608-0fa7-49d0-9f27-9fdd5e5d60e6/hive_2016-10-02_17-32-01_729_2269640449103213477-1/-local-10013/HashTable-Stage-14/MapJoin-mapfile21--.hashtable (1541779 bytes)
2016-10-02 17:36:46	End of local task; Time Taken: 1.767 sec.
Execution completed successfully
MapredLocal task succeeded
Launching Job 4 out of 10
Number of reduce tasks is set to 0 since there's no reduce operator
Starting Job = job_1475426732253_0049, Tracking URL = http://vm1:8088/proxy/application_1475426732253_0049/
Kill Command = /home/ubuntu/software/hadoop-2.6.0/bin/hadoop job  -kill job_1475426732253_0049
Hadoop job information for Stage-14: number of mappers: 4; number of reducers: 0
2016-10-02 17:36:52,235 Stage-14 map = 0%,  reduce = 0%
2016-10-02 17:37:05,714 Stage-14 map = 5%,  reduce = 0%, Cumulative CPU 23.17 sec
2016-10-02 17:37:11,936 Stage-14 map = 12%,  reduce = 0%, Cumulative CPU 45.29 sec
2016-10-02 17:37:14,008 Stage-14 map = 24%,  reduce = 0%, Cumulative CPU 48.23 sec
2016-10-02 17:37:18,140 Stage-14 map = 35%,  reduce = 0%, Cumulative CPU 68.66 sec
2016-10-02 17:37:20,206 Stage-14 map = 45%,  reduce = 0%, Cumulative CPU 77.33 sec
2016-10-02 17:37:21,240 Stage-14 map = 57%,  reduce = 0%, Cumulative CPU 80.29 sec
2016-10-02 17:37:23,306 Stage-14 map = 70%,  reduce = 0%, Cumulative CPU 91.73 sec
2016-10-02 17:37:26,401 Stage-14 map = 91%,  reduce = 0%, Cumulative CPU 100.1 sec
2016-10-02 17:37:30,532 Stage-14 map = 100%,  reduce = 0%, Cumulative CPU 103.68 sec
MapReduce Total cumulative CPU time: 1 minutes 43 seconds 680 msec
Ended Job = job_1475426732253_0049
Stage-21 is selected by condition resolver.
Stage-22 is filtered out by condition resolver.
Stage-4 is filtered out by condition resolver.
SLF4J: Class path contains multiple SLF4J bindings.
SLF4J: Found binding in [jar:file:/home/ubuntu/software/tez-0.7.1-SNAPSHOT-minimal/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: Found binding in [jar:file:/home/ubuntu/software/hadoop-2.6.0/share/hadoop/common/lib/slf4j-log4j12-1.7.5.jar!/org/slf4j/impl/StaticLoggerBinder.class]
SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation.
SLF4J: Actual binding is of type [org.slf4j.impl.Log4jLoggerFactory]
Execution log at: /tmp/ubuntu/ubuntu_20161002173201_3c4e6d40-7dae-4431-a224-5d6f35c2df6a.log
2016-10-02 17:37:34	Starting to launch local task to process map join;	maximum memory = 932184064
2016-10-02 17:37:35	Dump the side-table for tag: 1 with group count: 30 into file: file:/tmp/ubuntu/47cf1608-0fa7-49d0-9f27-9fdd5e5d60e6/hive_2016-10-02_17-32-01_729_2269640449103213477-1/-local-10009/HashTable-Stage-11/MapJoin-mapfile01--.hashtable
2016-10-02 17:37:36	Uploaded 1 File to: file:/tmp/ubuntu/47cf1608-0fa7-49d0-9f27-9fdd5e5d60e6/hive_2016-10-02_17-32-01_729_2269640449103213477-1/-local-10009/HashTable-Stage-11/MapJoin-mapfile01--.hashtable (893 bytes)
2016-10-02 17:37:36	End of local task; Time Taken: 1.469 sec.
Execution completed successfully
MapredLocal task succeeded
Launching Job 6 out of 10
Number of reduce tasks is set to 0 since there's no reduce operator
Starting Job = job_1475426732253_0050, Tracking URL = http://vm1:8088/proxy/application_1475426732253_0050/
Kill Command = /home/ubuntu/software/hadoop-2.6.0/bin/hadoop job  -kill job_1475426732253_0050
Hadoop job information for Stage-11: number of mappers: 5; number of reducers: 0
2016-10-02 17:37:42,424 Stage-11 map = 0%,  reduce = 0%
2016-10-02 17:37:52,855 Stage-11 map = 26%,  reduce = 0%, Cumulative CPU 10.6 sec
2016-10-02 17:37:54,930 Stage-11 map = 39%,  reduce = 0%, Cumulative CPU 28.92 sec
2016-10-02 17:37:55,979 Stage-11 map = 46%,  reduce = 0%, Cumulative CPU 31.92 sec
2016-10-02 17:37:57,018 Stage-11 map = 63%,  reduce = 0%, Cumulative CPU 35.16 sec
2016-10-02 17:37:58,053 Stage-11 map = 100%,  reduce = 0%, Cumulative CPU 42.08 sec
MapReduce Total cumulative CPU time: 42 seconds 80 msec
Ended Job = job_1475426732253_0050
Launching Job 7 out of 10
Number of reduce tasks not specified. Defaulting to jobconf value of: 20
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1475426732253_0051, Tracking URL = http://vm1:8088/proxy/application_1475426732253_0051/
Kill Command = /home/ubuntu/software/hadoop-2.6.0/bin/hadoop job  -kill job_1475426732253_0051
Hadoop job information for Stage-5: number of mappers: 2; number of reducers: 20
2016-10-02 17:38:04,868 Stage-5 map = 0%,  reduce = 0%
2016-10-02 17:38:11,099 Stage-5 map = 100%,  reduce = 0%, Cumulative CPU 2.5 sec
2016-10-02 17:38:17,333 Stage-5 map = 100%,  reduce = 5%, Cumulative CPU 3.69 sec
2016-10-02 17:38:18,389 Stage-5 map = 100%,  reduce = 15%, Cumulative CPU 6.45 sec
2016-10-02 17:38:19,437 Stage-5 map = 100%,  reduce = 35%, Cumulative CPU 11.73 sec
2016-10-02 17:38:20,486 Stage-5 map = 100%,  reduce = 55%, Cumulative CPU 17.08 sec
2016-10-02 17:38:21,523 Stage-5 map = 100%,  reduce = 80%, Cumulative CPU 23.61 sec
2016-10-02 17:38:22,559 Stage-5 map = 100%,  reduce = 85%, Cumulative CPU 24.9 sec
2016-10-02 17:38:23,592 Stage-5 map = 100%,  reduce = 95%, Cumulative CPU 27.35 sec
2016-10-02 17:38:24,626 Stage-5 map = 100%,  reduce = 100%, Cumulative CPU 28.55 sec
MapReduce Total cumulative CPU time: 28 seconds 550 msec
Ended Job = job_1475426732253_0051
Launching Job 8 out of 10
Number of reduce tasks determined at compile time: 1
In order to change the average load for a reducer (in bytes):
  set hive.exec.reducers.bytes.per.reducer=<number>
In order to limit the maximum number of reducers:
  set hive.exec.reducers.max=<number>
In order to set a constant number of reducers:
  set mapreduce.job.reduces=<number>
Starting Job = job_1475426732253_0052, Tracking URL = http://vm1:8088/proxy/application_1475426732253_0052/
Kill Command = /home/ubuntu/software/hadoop-2.6.0/bin/hadoop job  -kill job_1475426732253_0052
Hadoop job information for Stage-6: number of mappers: 4; number of reducers: 1
2016-10-02 17:38:30,567 Stage-6 map = 0%,  reduce = 0%
2016-10-02 17:38:38,868 Stage-6 map = 100%,  reduce = 0%, Cumulative CPU 5.35 sec
2016-10-02 17:38:44,048 Stage-6 map = 100%,  reduce = 100%, Cumulative CPU 6.76 sec
MapReduce Total cumulative CPU time: 6 seconds 760 msec
Ended Job = job_1475426732253_0052
MapReduce Jobs Launched: 
Stage-Stage-1: Map: 82  Reduce: 20   Cumulative CPU: 1452.31 sec   HDFS Read: 21844522224 HDFS Write: 490203034 SUCCESS
Stage-Stage-17: Map: 4   Cumulative CPU: 74.31 sec   HDFS Read: 490244058 HDFS Write: 1194926683 SUCCESS
Stage-Stage-14: Map: 4   Cumulative CPU: 103.68 sec   HDFS Read: 1194979194 HDFS Write: 1234826251 SUCCESS
Stage-Stage-11: Map: 5   Cumulative CPU: 42.08 sec   HDFS Read: 1234935838 HDFS Write: 33745 SUCCESS
Stage-Stage-5: Map: 2  Reduce: 20   Cumulative CPU: 28.55 sec   HDFS Read: 190074 HDFS Write: 9067 SUCCESS
Stage-Stage-6: Map: 4  Reduce: 1   Cumulative CPU: 6.76 sec   HDFS Read: 39446 HDFS Write: 6427 SUCCESS
Total MapReduce CPU Time Spent: 28 minutes 27 seconds 690 msec
OK
Time taken: 403.44 seconds, Fetched: 72 row(s)
49.66user 4.23system 6:50.79elapsed 13%CPU (0avgtext+0avgdata 737140maxresident)k
114240inputs+475256outputs (109major+217866minor)pagefaults 0swaps
